name,lat,lon,country,score_growth_rate,score_saturation,score_competition,industry,overall_score
reiner dental,43.29,-2.35,spain,,3.317899351,0.6252605252,medical devices,1.971579938
plast suture do brasil industria comercio e representacao de fios cirurgicos,-3.72,-38.52,brazil,,4.538669294,1.033764068,medical devices,2.786216681
advanced genomic solutions,33.5,-111.89,united states,,1.409205104,10,medical devices,5.704602552
medivision,53.55,10,germany,,2.830650556,0.9170487703,medical devices,1.873849663
cardiva medical,37.35,-121.95,united states,,1.409205104,10,medical devices,5.704602552
smart medical solutions,26.55,31.69,egypt,,,0.05002084202,medical devices,
celitron medical technologies kft.,47.78,19.13,hungary,,3.628043918,0.01667361401,medical devices,1.822358766
rnt medical,32.04,-110.71,united states,,1.409205104,10,medical devices,5.704602552
independent bemer distributor | dr. nicole hess,43.7,-79.41,canada,,2.931045997,0.4918716132,medical devices,1.711458805
"merits health products, inc.",26.62,-81.84,united states,,1.409205104,10,medical devices,5.704602552
verso finance,44.63,0.44,france,,2.92504587,0.5627344727,medical devices,1.743890172
jace medical,41.23,-85.85,united states,,1.409205104,10,medical devices,5.704602552
mapconn singapore pte ltd,1.29,103.85,singapore,,1.808076323,0.1792413506,medical devices,0.9936588366
game ready,34.07,-84.29,united states,,1.409205104,10,medical devices,5.704602552
schiller america,25.81,-80.35,united states,,1.409205104,10,medical devices,5.704602552
lab swabs|virus specimen swab|kit for collection of biological material|sterile swab sticks,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
"propper manufacturing company, inc.",40.74,-73.94,united states,,1.409205104,10,medical devices,5.704602552
biosense technologies private limited,19.33,73.25,india,,5.617063078,1.092121717,medical devices,3.354592398
kangen water qatar,25.28,51.53,qatar,,6.362716191,0.02084201751,medical devices,3.191779104
ferris mfg. corp.,32.72,-97.32,united states,,1.409205104,10,medical devices,5.704602552
biocientifica internacional,9.91,-84.03,costa rica,,0.5519283038,0.03334722801,medical devices,0.2926377659
"welldoc, inc",39.24,-76.83,united states,,1.409205104,10,medical devices,5.704602552
cutting edge sas,43.61,3.87,france,,2.92504587,0.5627344727,medical devices,1.743890172
cancun dental specialists,21.16,-86.83,mexico,,3.692419571,0.3334722801,medical devices,2.012945926
viscent orthopedic solutions,33.15,-117.34,united states,,1.409205104,10,medical devices,5.704602552
china genetic test kit|genetic test kit manufacturers|dna kit china|china dna test kit suppliers,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
almed assembling bv,52.72,6.48,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
goldmedic produtos medicos hospitalares,-8.01,-34.95,brazil,,4.538669294,1.033764068,medical devices,2.786216681
"cryo systems refrigeration equipment co.,ltd",24.47,118.08,china,,7.677079716,2.530220925,medical devices,5.103650321
schivo,52.25,-7.11,ireland,,0,0.1375573155,medical devices,0.06877865777
sazgar company,35.48,51.08,iran,,,0.141725719,medical devices,
zizion,26.35,-80.08,united states,,1.409205104,10,medical devices,5.704602552
"fesocon medical  co.,ltd",36.09,120.37,china,,7.677079716,2.530220925,medical devices,5.103650321
lsk121 oral prosthetics,41.78,-88.14,united states,,1.409205104,10,medical devices,5.704602552
medilink s.a.,-2.19,-79.88,ecuador,,5.886653693,0.07919966653,medical devices,2.98292668
viztek llc,35.71,-78.61,united states,,1.409205104,10,medical devices,5.704602552
mdconnect healthcare inc.,27.33,-82.53,united states,,1.409205104,10,medical devices,5.704602552
"corindus, inc",42.37,-71.23,united states,,1.409205104,10,medical devices,5.704602552
beltone carolina virginia,34.75,-77.43,united states,,1.409205104,10,medical devices,5.704602552
dune medical devices,34.07,-84.29,united states,,1.409205104,10,medical devices,5.704602552
"xuzhou yongkang electronic science technology co., ltd",34.18,117.15,china,,7.677079716,2.530220925,medical devices,5.103650321
"syncardia systems, inc.",32.22,-110.92,united states,,1.409205104,10,medical devices,5.704602552
olympus business services sp. z o.o.,51.1,17.03,poland,,3.566789798,0.141725719,medical devices,1.854257758
herfurth logistics,51.21,4.4,belgium,,2.111148829,0.1125468945,medical devices,1.111847862
american seating & mobility,47.71,-116.95,united states,,1.409205104,10,medical devices,5.704602552
medical design sialkot,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
havel's inc.,50.16,16.28,czechia,,,0.05418924552,medical devices,
vision ophthalmology group,49.85,8.76,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"biolitec, inc.",40.71,-74,united states,,1.409205104,10,medical devices,5.704602552
avante diagnostic imaging,35.4,-80.57,united states,,1.409205104,10,medical devices,5.704602552
urgo medical uk,52.76,-1.29,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
"guangxi chentian metal products co., ltd.",27.69,113.15,china,,7.677079716,2.530220925,medical devices,5.103650321
toshiba canada medical systems,43.86,-79.26,canada,,2.931045997,0.4918716132,medical devices,1.711458805
"polymer science, inc.",40.74,-86.76,united states,,1.409205104,10,medical devices,5.704602552
"briot, usa",41.95,-87.94,united states,,1.409205104,10,medical devices,5.704602552
xmed,30.26,-97.74,united states,,1.409205104,10,medical devices,5.704602552
"keravision, inc.",37.54,-121.98,united states,,1.409205104,10,medical devices,5.704602552
u c e a,38.95,-92.33,united states,,1.409205104,10,medical devices,5.704602552
fortimedix surgical b.v.,50.91,5.88,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
helena laboratories italia spa,45.4,9.12,italy,,3.351028959,0.7669862443,medical devices,2.059007602
intraop medical corporation,37.36,-122.03,united states,,1.409205104,10,medical devices,5.704602552
"patient safety technologies, inc.",33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
minerva surgical,37.35,-121.95,united states,,1.409205104,10,medical devices,5.704602552
micromed inc,33.81,-118.03,united states,,1.409205104,10,medical devices,5.704602552
ranfac corp.,42.12,-71.04,united states,,1.409205104,10,medical devices,5.704602552
otsuka pharmaceutical italy s.r.l.,45.46,9.19,italy,,3.351028959,0.7669862443,medical devices,2.059007602
svas biosana s.p.a.,40.85,14.26,italy,,3.351028959,0.7669862443,medical devices,2.059007602
banner medical,41.91,-88.13,united states,,1.409205104,10,medical devices,5.704602552
vikas medical devices,22.54,88.37,india,,5.617063078,1.092121717,medical devices,3.354592398
a.de mori spa,45.46,9.19,italy,,3.351028959,0.7669862443,medical devices,2.059007602
"calhoun vision, inc.",33.6,-117.74,united states,,1.409205104,10,medical devices,5.704602552
shenzhen prokan electronics inc.,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
"inrange systems, inc.",42.12,-80.08,united states,,1.409205104,10,medical devices,5.704602552
ag industries,38.62,-90.19,united states,,1.409205104,10,medical devices,5.704602552
xfrmtronics-medical isolation transformers,22.27,113.56,china,,7.677079716,2.530220925,medical devices,5.103650321
tris ottica s.r.l.,45.91,11.95,italy,,3.351028959,0.7669862443,medical devices,2.059007602
"cardica, inc.",37.48,-122.23,united states,,1.409205104,10,medical devices,5.704602552
diemoz,45.58,5.09,france,,2.92504587,0.5627344727,medical devices,1.743890172
lochness medical inc.,42.88,-78.87,united states,,1.409205104,10,medical devices,5.704602552
international biomedical,30.26,-97.74,united states,,1.409205104,10,medical devices,5.704602552
"qingdao bright moon biomedical materials co., ltd.",36.09,120.37,china,,7.677079716,2.530220925,medical devices,5.103650321
rotation medical,45.01,-93.45,united states,,1.409205104,10,medical devices,5.704602552
a better dental,41.49,-81.69,united states,,1.409205104,10,medical devices,5.704602552
fl medical s.r.l.,45.4,11.88,italy,,3.351028959,0.7669862443,medical devices,2.059007602
crown aesthetics,32.78,-96.8,united states,,1.409205104,10,medical devices,5.704602552
"(techartmed)ningbo techart medical equipment co., ltd",29.87,121.54,china,,7.677079716,2.530220925,medical devices,5.103650321
udem international certification,39.91,32.84,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
"shenzhen tianlang medical equipment co.,ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
"wallaby medical, inc.",33.61,-117.71,united states,,1.409205104,10,medical devices,5.704602552
im alliance,33.45,-7.64,morocco,,6.360777137,0.04585243852,medical devices,3.203314788
soyhospimedics,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
siu tutuava ips s.a.,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
analyticon biotechnologies ag,52.01,10.78,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"friendship dental laboratories, inc.",39.32,-76.51,united states,,1.409205104,10,medical devices,5.704602552
medical innovation trading llc,25.25,55.3,united arab emirates,,3.907030444,0.07919966653,medical devices,1.993115055
ppe solutions global ltd,50.99,-0.1,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
l.h.h.medical,39.9,116.39,china,,7.677079716,2.530220925,medical devices,5.103650321
global contract manufacturing inc.,37.59,-122.01,united states,,1.409205104,10,medical devices,5.704602552
"fundación marie stopes méxico, a. c",28.4,-106.86,mexico,,3.692419571,0.3334722801,medical devices,2.012945926
produits dentaires sa,46.46,6.84,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
artiglass s.r.l.,45.29,11.82,italy,,3.351028959,0.7669862443,medical devices,2.059007602
"lonyi medicath co., ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
"bird & cronin, inc.",44.94,-93.09,united states,,1.409205104,10,medical devices,5.704602552
amrad medical,42.01,-87.8,united states,,1.409205104,10,medical devices,5.704602552
iberdata,38.75,-9.23,portugal,,3.721916237,0.05418924552,medical devices,1.888052741
top shelf orthopedics,37.73,-121.42,united states,,1.409205104,10,medical devices,5.704602552
asp global,33.74,-84.38,united states,,1.409205104,10,medical devices,5.704602552
lbl - implantes,-23.09,-45.92,brazil,,4.538669294,1.033764068,medical devices,2.786216681
one home medical equipment llc,25.98,-80.23,united states,,1.409205104,10,medical devices,5.704602552
karl storz endoscopie france sa,48.77,2.07,france,,2.92504587,0.5627344727,medical devices,1.743890172
ortho arch company,42.03,-88.08,united states,,1.409205104,10,medical devices,5.704602552
tontarra medizintechnik gmbh,48.5,8.96,germany,,2.830650556,0.9170487703,medical devices,1.873849663
nimbus painpro,42.28,-71.34,united states,,1.409205104,10,medical devices,5.704602552
hexagon ortho,40.82,29.3,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
"medonica co., ltd.",43.25,76.92,kazakhstan,,7.754779978,0.008336807003,medical devices,3.881558393
mindray medical germany gmbh,49.87,8.64,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"isto technologies, inc.",42.22,-71.52,united states,,1.409205104,10,medical devices,5.704602552
mcginley orthopaedic innovations,42.86,-106.31,united states,,1.409205104,10,medical devices,5.704602552
anecto,53.29,-8.99,ireland,,0,0.1375573155,medical devices,0.06877865777
caissa s.a.,-33.45,-70.64,chile,,4.027964811,0.2209253856,medical devices,2.124445098
estemarket.net,40.28,28.95,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
riomédica produtos médicos e hospitalares,-20.8,-49.38,brazil,,4.538669294,1.033764068,medical devices,2.786216681
hospital cmq aranda celaya,20.52,-100.81,mexico,,3.692419571,0.3334722801,medical devices,2.012945926
pera medikal a.ş,41.01,28.94,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
pt beyond medical indonesia,-7.05,113.48,indonesia,,7.45174443,0.05418924552,medical devices,3.752966838
micromedics,34.27,-119.29,united states,,1.409205104,10,medical devices,5.704602552
nucleoss,38.41,27.13,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
cardio medical supplies (cms),33.5,36.3,syria,,,0.0125052105,medical devices,
amolca,6.25,-75.56,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
luis tortosa segovia sl,38.62,-0.55,spain,,3.317899351,0.6252605252,medical devices,1.971579938
reichenbach wirkstoffe gmbh,51.82,9.86,germany,,2.830650556,0.9170487703,medical devices,1.873849663
qmedics ag,47.68,8.62,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
horiba brasil,-23.18,-46.88,brazil,,4.538669294,1.033764068,medical devices,2.786216681
bracco diagnostics inc,45.05,-92.8,united states,,1.409205104,10,medical devices,5.704602552
avecinna,35.69,51.42,iran,,,0.141725719,medical devices,
orthopedic rehabilitation products supplier from india,28.6,77.2,india,,5.617063078,1.092121717,medical devices,3.354592398
pryor products,33.19,-117.37,united states,,1.409205104,10,medical devices,5.704602552
sibionics,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
precision medical products,38.79,-121.23,united states,,1.409205104,10,medical devices,5.704602552
gn resound ltd,51.81,-1.28,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
malmet australia,-34.55,146.4,australia,,2.434228884,0.116715298,medical devices,1.275472091
"sterilmed, a johnson & johnson company",45.01,-93.45,united states,,1.409205104,10,medical devices,5.704602552
q-medical sac,-12.04,-77.02,peru,,5.610056712,0.1458941226,medical devices,2.877975417
bar-ray products,39.74,-77.08,united states,,1.409205104,10,medical devices,5.704602552
quality aspirators,32.65,-96.9,united states,,1.409205104,10,medical devices,5.704602552
em-tec gmbh,47.8,12.53,germany,,2.830650556,0.9170487703,medical devices,1.873849663
prognosys medical systems,12.97,77.59,india,,5.617063078,1.092121717,medical devices,3.354592398
launch diagnostics limited,51.39,0.3,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
"sientra, inc.",34.42,-119.69,united states,,1.409205104,10,medical devices,5.704602552
transoma medical,45.06,-93.2,united states,,1.409205104,10,medical devices,5.704602552
"spbs, inc.",33.01,-97.09,united states,,1.409205104,10,medical devices,5.704602552
farmac - zabban s.p.a.,44.56,11.26,italy,,3.351028959,0.7669862443,medical devices,2.059007602
oim nijmegen b.v.,51.83,5.9,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
"summit surgical, inc.",47.48,-122.21,united states,,1.409205104,10,medical devices,5.704602552
